Date,Species,Antibody_status
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
29/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
30/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/01/2009,MN,neg
31/03/2009,MN,neg
31/03/2009,MN,neg
31/03/2009,MN,neg
31/03/2009,MN,neg
31/03/2009,MN,neg
31/03/2009,MN,neg
31/03/2009,MN,neg
31/03/2009,MN,neg
31/03/2009,MN,neg
31/03/2009,MN,neg
31/03/2009,MN,neg
31/03/2009,MN,neg
31/03/2009,MN,neg
31/03/2009,MN,neg
31/03/2009,MN,neg
31/03/2009,MN,neg
31/03/2009,MN,neg
31/03/2009,MN,neg
31/03/2009,MN,neg
31/03/2009,MN,neg
31/03/2009,MN,neg
31/03/2009,MN,neg
1/4/2009,MN,neg
1/4/2009,MN,neg
1/4/2009,MN,neg
1/4/2009,MN,neg
1/4/2009,MN,neg
1/4/2009,MN,neg
1/4/2009,MN,neg
1/4/2009,MN,neg
1/4/2009,MN,neg
1/4/2009,MN,neg
1/4/2009,MN,neg
1/4/2009,MN,neg
1/4/2009,MN,neg
1/4/2009,MN,neg
1/4/2009,MN,neg
1/4/2009,MN,neg
1/4/2009,MN,neg
1/4/2009,MN,neg
1/4/2009,MN,neg
1/4/2009,MN,neg
1/4/2009,MN,neg
1/4/2009,MN,neg
1/4/2009,MN,neg
1/4/2009,MN,neg
1/4/2009,MN,neg
2/4/2009,MN,neg
2/4/2009,MN,neg
2/4/2009,MN,neg
2/4/2009,MN,neg
2/4/2009,MN,neg
2/4/2009,MN,neg
2/4/2009,MN,neg
2/4/2009,MN,neg
2/4/2009,MN,neg
2/4/2009,MN,neg
2/4/2009,MN,neg
2/4/2009,MN,neg
2/4/2009,MN,neg
2/4/2009,MN,neg
2/4/2009,MN,neg
2/4/2009,MN,neg
2/4/2009,MN,neg
2/4/2009,MN,neg
28/04/2009,MN,neg
28/04/2009,MN,neg
28/04/2009,MN,neg
28/04/2009,MN,neg
28/04/2009,MN,neg
28/04/2009,MN,neg
28/04/2009,MN,neg
28/04/2009,MN,neg
28/04/2009,MN,neg
28/04/2009,MN,neg
29/04/2009,MN,neg
29/04/2009,MN,neg
29/04/2009,MN,neg
29/04/2009,MN,neg
29/04/2009,MN,neg
30/04/2009,MN,neg
30/04/2009,MN,neg
30/04/2009,MN,neg
30/04/2009,MN,neg
30/04/2009,MN,neg
26/05/2009,MN,neg
26/05/2009,MN,neg
26/05/2009,MN,neg
26/05/2009,MN,neg
27/05/2009,MN,neg
27/05/2009,MN,neg
27/05/2009,MN,neg
27/05/2009,MN,neg
27/05/2009,MN,neg
27/05/2009,MN,neg
28/05/2009,MN,neg
28/05/2009,MN,neg
28/05/2009,MN,neg
28/05/2009,MN,neg
28/05/2009,MN,neg
24/06/2009,MN,neg
24/06/2009,MN,neg
24/06/2009,MN,neg
24/06/2009,MN,neg
24/06/2009,MN,neg
24/06/2009,MN,neg
25/06/2009,MN,neg
25/06/2009,MN,neg
25/06/2009,MN,neg
25/06/2009,MN,neg
25/06/2009,MN,neg
25/06/2009,MN,neg
25/06/2009,MN,neg
26/06/2009,MN,neg
26/06/2009,MN,neg
26/06/2009,MN,neg
26/06/2009,MN,neg
26/06/2009,MN,neg
26/06/2009,MN,neg
22/07/2009,MN,neg
22/07/2009,MN,neg
22/07/2009,MN,neg
22/07/2009,MN,neg
22/07/2009,MN,neg
22/07/2009,MN,neg
22/07/2009,MN,neg
22/07/2009,MN,neg
22/07/2009,MN,neg
22/07/2009,MN,neg
22/07/2009,MN,neg
23/07/2009,MN,neg
23/07/2009,MN,neg
23/07/2009,MN,neg
23/07/2009,MN,neg
23/07/2009,MN,neg
23/07/2009,MN,neg
23/07/2009,MN,neg
23/07/2009,MN,neg
24/07/2009,MN,neg
24/07/2009,MN,neg
24/07/2009,MN,neg
24/07/2009,MN,neg
24/07/2009,MN,neg
24/07/2009,MN,neg
24/07/2009,MN,neg
24/07/2009,MN,neg
24/07/2009,MN,neg
24/07/2009,MN,neg
24/07/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
15/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
16/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
17/09/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
13/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
14/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
15/10/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
10/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
11/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/11/2009,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
12/1/2010,MN,neg
