ID,Date,Date_EC,DateMission,Mission,Equipe,Pays,Site Region,Site Precis,Latitude (N ou S),GPS,GPS_lat_corrigée,Longitude (E ou W),GPS,GPS_long_corrigée,commentaire_GPS,Sexe,Age,Gestante,Lactation,Suitee,ReproStatus,Poids_gr,L_avant_bras_mm,L_totale_corps_mm,Taille_yeux,L_queue_mm,L_metacarpe_3ieme_doigt_mm,Couleur_pelage_dorsal,Couleur_pelage_ventral,ID Mere,Lieu de Capture,Dans:,Proximite du Village,Méthode de capture,Consensus genre,Consensus espèce,Consensus,Consensus famille,Date experiment,Res1NP-ZEBV,Res2NP-ZEBV,RecNP-ZEBV,Res1GP-ZEBVkiss,Res2GP-ZEBVkiss,RecGP-ZEBVkiss,RecGP-ZEBVmay,RecVP40-ZEBV,RecNP-SEBV,RecGP-SEBV,RecVP40-SEBV,RecGP-BEBV,RecVP40-BEBV,RecGP-REBV,RecGP-BOMV,Date experiment,RecNP-ZEBV,RecGP-ZEBVkiss,RecGP-ZEBVmay,RecVP40-ZEBV,RecNP-SEBV,RecGP-SEBV,RecVP40-SEBV,RecGP-BEBV,RecVP40-BEBV,RecGP-REBV,RecGP-BOMV,Date experiment,RecNP-ZEBV,RecGP-ZEBVkiss,RecGP-ZEBVmay,RecVP40-ZEBV,RecNP-SEBV,RecGP-SEBV,RecVP40-SEBV,RecGP-BEBV,RecVP40-BEBV,RecGP-REBV,RecGP-BOMV,article 2018,séquence_cytB,séquence_12S,Résultats  RT-qPCR (NIH-pan Filo),PCR NP Zaire,seq NP-Zaire,PCR NP sudan,seq NP-sudan,PCR VP35 Zaire,seq VP35 Zaire
CCCA04226,20/09/2019,9/20/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte,0,0,0,FemAd,228,123,235,grands,0,85,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstruosus,Hypsignathus monstrosus,,,0,0,2,0,0,11,95,4,5,19,11,24,8,227,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04227,20/09/2019,9/20/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,265,126,235,grands,0,90,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstruosus,Hypsignathus monstrosus,,,0,0,14,0,0,104,106,6,6,910,24,68,17,55,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04228,20/09/2019,9/20/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,115,99,185,grands,0,65,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstruosus,Hypsignathus monstrosus,,,0,0,1,0,0,0,5,3,1,10,9,1,4,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04233,20/09/2019,9/20/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,110,101,175,grands,0,70,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstruosus,Hypsignathus monstrosus,,,0,0,8,0,0,36,30,12,1,153,16,26,11,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04292,9/10/2019,10/9/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,165,108,208,grands,0,75,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,7,0,0,81,71,12,14,227,16,54,10,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04293,9/10/2019,10/9/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte,,,,MalAd,425,135,295,grands,0,95,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,5,0,0,27,19,6,75,111,13,18,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04294,9/10/2019,10/9/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte,,0,0,FemAd,265,123,250,grands,0,90,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,9,1,0,282,507,5,2,1083,24,385,12,146,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04296,9/10/2019,10/9/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,195,112,225,grands,0,75,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,9,0,0,5,1,9,3,7,30,5,18,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04301,9/10/2019,10/9/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,135,116,185,grands,0,70,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstruosus,Hypsignathus monstrosus,,,0,0,2,0,0,3,1,3,2,5,8,2,5,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04302,9/10/2019,10/9/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,115,99,185,grands,0,70,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,6,0,0,7,31,3,2,18,11,17,8,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04304,9/10/2019,10/9/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,135,115,190,grands,0,73,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,5,0,0,3,8,4,3,10,12,2,8,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04310,10/10/2019,10/10/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,170,108,200,grands,0,74,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,7,0,0,16,13,3,1,57,10,10,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04312,10/10/2019,10/10/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,105,95,170,grands,0,67,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,17,1,0,290,247,11,2,984,24,176,15,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04324,11/10/2019,10/11/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,120,100,175,grands,0,66,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,1,0,1,1,3,17,1,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04337,11/10/2019,10/11/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,145,107,195,grands,0,75,Jaune,Jaune,-,Ville,Zoo,0,Filet,Hypsignathus,monstruosus,Hypsignathus monstrosus,,,0,0,1,0,0,2,5,4,2,5,8,5,3,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04341,14/10/2019,10/14/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,165,111,190,grands,0,75,Gris,Gris,-,Ville,Autre,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,4,0,0,2,1,0,1,0,4,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04344,14/10/2019,10/14/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,135,102,185,grands,0,70,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,5,4,2,0,17,3,3,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04363,29/10/2019,10/29/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte,,,,MalAd,310,129,255,grands,0,95,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,2,0,0,26,9,7,0,17,2,5,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04364,30/10/2019,10/30/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte,0,0,0,FemAd,295,122,235,grands,0,90,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,2,0,0,13,94,5,25,39,6,11,4,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04440,22/11/2019,11/22/2019,15-Nov-19,Novembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,110,105,185,grands,0,67,Jaune,Jaune,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,3,0,0,0,1,2,0,1,13,1,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04445,22/11/2019,11/22/2019,15-Nov-19,Novembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte,,,,MalAd,275,136,260,grands,0,90,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,6,0,0,49,106,6,1,358,13,41,8,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04460,23/11/2019,11/23/2019,15-Nov-19,Novembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte,0,0,0,FemAd,180,128,235,grands,0,87,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,9,1,1,884,1586,7,6,2552,22,991,20,269,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04467,25/11/2019,11/25/2019,15-Nov-19,Novembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,130,105,195,grands,0,75,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,6,0,0,30,83,10,8,61,11,8,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04471,26/11/2019,11/26/2019,15-Nov-19,Novembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,145,107,185,grands,0,75,Jaune,Jaune,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,22,0,0,0,1,10,30,1,36,1,75,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04472,26/11/2019,11/26/2019,15-Nov-19,Novembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,150,107,195,grands,0,70,Jaune,Jaune,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,3,0,0,5,2,23,1,4,17,2,108,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04474,26/11/2019,11/26/2019,15-Nov-19,Novembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,280,127,260,grands,0,90,Jaune,0,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,73,84,2,0,215,1.5,55,2,166,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04476,27/11/2019,11/27/2019,15-Nov-19,Novembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,225,117,250,grands,0,87,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,4,0,0,21,140,5,2,170,13,47,13,26.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04478,27/11/2019,11/27/2019,15-Nov-19,Novembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte,0,0,0,FemAd,280,121,240,grands,0,80,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,3,0,0,1,1,1.5,0,3,14,0,4.5,1.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04479,27/11/2019,11/27/2019,15-Nov-19,Novembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,295,128,265,grands,0,93,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,6,0,0,9,56,2,2,51,11,9,6.5,54.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04480,27/11/2019,11/27/2019,15-Nov-19,Novembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte immature,0,0,0,FemAdImmature,250,118,239,grands,0,84,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,3,0,0,7,7,1,1,39,4,4,2,0.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04481,27/11/2019,11/27/2019,15-Nov-19,Novembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte immature,0,0,0,FemAdImmature,220,118,220,grands,0,79,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,1,0,5.5,0,5,5,5,1,5.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04482,27/11/2019,11/27/2019,15-Nov-19,Novembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,300,124,265,grands,0,88,Gris,Gris,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,3,1,0,374,302,0,2,1952.5,5,190,2,4.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04484,27/11/2019,11/27/2019,15-Nov-19,Novembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,390,136,295,grands,0,97,Jaune,Jaune,-,Ville,Zoo,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,2,0,0,13,109.5,1,1,59.5,2,19,6,31.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03338,4/12/2018,12/4/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Femelle,Adulte,,0,0,FemAd,240,120,240,grands,0,88,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,3,1,0,368,1481,4,1,837,4,587,3,258,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03340,4/12/2018,12/4/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Femelle,Adulte,0,0,0,FemAd,210,120,225,grands,0,1,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,5,1,0,435,418,6,5,1556,12,251,7,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03342,4/12/2018,12/4/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Femelle,Adulte,1,0,0,FemAdGest,290,120,250,grands,0,88,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,3,2,24,1,5,6,2,24,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03343,4/12/2018,12/4/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Femelle,Adulte,1,0,0,FemAdGest,275,122,225,grands,0,88,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,2,1,0,170,136,167,7,299,1,86,109,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03344,4/12/2018,12/4/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Femelle,Adulte,1,0,0,FemAdGest,295,121,225,grands,0,88,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,16,75,2,1,127,3,14,1,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03345,4/12/2018,12/4/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,Adulte,,,,MalAd,300,133,255,grands,0,95,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,5,12,2,1,6,2,1,3,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03346,4/12/2018,12/4/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,Adulte,,,,MalAd,195,117,200,grands,0,81,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,2,0,0,11,66,3,27,29,6,4,100,52,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03347,4/12/2018,12/4/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,Adulte,,,,MalAd,140,103,190,grands,0,70,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,5,11,4,4,12,12,3,4,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03349,5/12/2018,12/5/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Femelle,Juvénile,0,0,0,FemJuv,160,101,200,grands,0,75,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,4,0,0,13,147,4,1,201,9,28,39,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03350,5/12/2018,12/5/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,Adulte,,,,MalAd,275,115,215,grands,0,78,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,0,0,0,2,1,2,1,0,5,5,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03351,5/12/2018,12/5/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,Adulte,,,,MalAd,320,132,,grands,0,98,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,2,1,0,180,252,3,3,670,13,105,4,90,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03352,5/12/2018,12/5/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Femelle,Juvénile,0,0,0,FemJuv,135,117,185,grands,0,72,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,8,1,1,1026,1883,4,83,3356,7,707,9,345,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03353,5/12/2018,12/5/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Femelle,Juvénile,0,0,0,FemJuv,175,108,210,grands,0,77,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,14,0,0,20,34,3,5,30,6,8,6,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03354,5/12/2018,12/5/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,Adulte,,,,MalAd,300,128,240,grands,0,95,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,0,0,0,15,21,1,0,19,2,4,2,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03355,5/12/2018,12/5/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,Adulte,,,,MalAd,440,139,320,grands,0,97,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,2,0,0,8,7,4,9,84,3,9,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03356,5/12/2018,12/5/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Femelle,Adulte,0,0,0,FemAd,270,118,240,grands,0,86,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,47,93,3,1,199,2,30,2,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03357,5/12/2018,12/5/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,Adulte,,,,MalAd,230,116,220,grands,0,80,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,3,0,0,5,4,3,28,6,6,0,6,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03358,5/12/2018,12/5/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Femelle,Adulte,1,0,0,FemAdGest,240,119,225,grands,0,87,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,2,0,0,3,3,4,0,10,6,0,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03360,5/12/2018,12/5/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Femelle,Adulte,1,0,0,FemAdGest,170,107,200,grands,0,74,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,4,0,0,3,3,2,1,5,3,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03361,5/12/2018,12/5/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,Adulte,,,,MalAd,435,134,295,grands,0,93,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,1,3,1,0,4,3,2,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03362,6/12/2018,12/6/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,Adulte,,,,MalAd,270,133,360,grands,0,95,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,3,0,0,8,6,0,0,20,6,5,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03363,6/12/2018,12/6/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,Adulte,,,,MalAd,310,131,265,grands,0,95,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,0,0,0,5,9,2,1,18,2,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03364,6/12/2018,12/6/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,Adulte,,,,MalAd,495,137,290,grands,0,98,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,10,10,3,1,45,3,9,4,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03365,6/12/2018,12/6/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,Adulte,,,,MalAd,315,130,250,grands,0,95,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,5,5,1,1,46,4,2,5,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
