ID,Date,Date_EC,DateMission,Mission,Equipe,Pays,Site Region,Site Precis,Latitude (N ou S),GPS,GPS_lat_corrigée,Longitude (E ou W),GPS,GPS_long_corrigée,commentaire_GPS,Sexe,Age,Gestante,Lactation,Suitee,ReproStatus,Poids_gr,L_avant_bras_mm,L_totale_corps_mm,Taille_yeux,L_queue_mm,L_metacarpe_3ieme_doigt_mm,Couleur_pelage_dorsal,Couleur_pelage_ventral,ID Mere,Lieu de Capture,Dans:,Proximite du Village,Méthode de capture,Consensus genre,Consensus espèce,Consensus,Consensus famille,Date experiment,Res1NP-ZEBV,Res2NP-ZEBV,RecNP-ZEBV,Res1GP-ZEBVkiss,Res2GP-ZEBVkiss,RecGP-ZEBVkiss,RecGP-ZEBVmay,RecVP40-ZEBV,RecNP-SEBV,RecGP-SEBV,RecVP40-SEBV,RecGP-BEBV,RecVP40-BEBV,RecGP-REBV,RecGP-BOMV,Date experiment,RecNP-ZEBV,RecGP-ZEBVkiss,RecGP-ZEBVmay,RecVP40-ZEBV,RecNP-SEBV,RecGP-SEBV,RecVP40-SEBV,RecGP-BEBV,RecVP40-BEBV,RecGP-REBV,RecGP-BOMV,Date experiment,RecNP-ZEBV,RecGP-ZEBVkiss,RecGP-ZEBVmay,RecVP40-ZEBV,RecNP-SEBV,RecGP-SEBV,RecVP40-SEBV,RecGP-BEBV,RecVP40-BEBV,RecGP-REBV,RecGP-BOMV,article 2018,séquence_cytB,séquence_12S,Résultats  RT-qPCR (NIH-pan Filo),PCR NP Zaire,seq NP-Zaire,PCR NP sudan,seq NP-sudan,PCR VP35 Zaire,seq VP35 Zaire
CCCA03571,26/02/2019,2/26/2019,3-Mar-19,Fevrier-Mars,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Male,,,,,MalAd,420,131,300,grands,0,90,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,4,0,0,1,5,3,2,8,6,9,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03572,26/02/2019,2/26/2019,3-Mar-19,Fevrier-Mars,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,,0,0,0,FemAd,210,119,220,grands,0,85,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,7,0,0,18,15,4,1,5,3,7,7,58,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03574,26/02/2019,2/26/2019,3-Mar-19,Fevrier-Mars,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Male,,,,,MalAd,375,129,260,grands,0,95,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,0,1,3,7,5,1,0,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03575,28/02/2019,2/28/2019,3-Mar-19,Fevrier-Mars,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,,0,0,0,FemAd,220,115,220,grands,0,81,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,1,0,253,252,6,4,1272,4,175,6,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03577,28/02/2019,2/28/2019,3-Mar-19,Fevrier-Mars,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,,0,0,0,FemJuv,125,140,190,grands,0,68,Gris,Gris,,Autre,Ville,1,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,3,0,0,2,9,4,0,8,7,1,6,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03578,28/02/2019,2/28/2019,3-Mar-19,Fevrier-Mars,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Male,,,,,MalAd,425,141,300,grands,0,100,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,4,0,0,51,22,4,4,57,3,15,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03580,28/02/2019,2/28/2019,3-Mar-19,Fevrier-Mars,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,,0,1,0,FemAdLact,305,127,250,grands,0,90,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,0,0,0,34,28,1,9,229,0,20,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03581,28/02/2019,2/28/2019,3-Mar-19,Fevrier-Mars,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Male,,,,,MalAd,300,140,270,grands,0,98,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,2,0,0,19,230,17,0,115,4,58,12,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03583,2/3/2019,3/2/2019,3-Mar-19,Fevrier-Mars,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Male,,,,,MalAd,410,138,285,grands,0,95,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,9,7,4,1,56,2,8,6,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03584,3/3/2019,3/3/2019,3-Mar-19,Fevrier-Mars,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Male,,,,,MalAd,420,135,135,grands,0,95,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,4,0,0,3,6,3,3,12,7,12,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03586,3/3/2019,3/3/2019,3-Mar-19,Fevrier-Mars,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,,0,0,0,FemAd,240,119,237,grands,0,85,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,5,0,0,7,7,3,1,3,2,4,6,29,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03588,3/3/2019,3/3/2019,3-Mar-19,Fevrier-Mars,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,,0,0,0,FemJuv,92,93,165,grands,0,63,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,2,0,0,12,11,2,0,125,2,12,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03621,6/3/2019,3/6/2019,3-Mar-19,Fevrier-Mars,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,,0,0,0,FemAd,215,101,215,grands,0,80,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,9,0,0,4,4,9,7,4,9,3,7,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03622,6/3/2019,3/6/2019,3-Mar-19,Fevrier-Mars,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,,0,0,0,FemAd,215,115,245,grands,0,85,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,6,1,0,209,256,7,3,1083,4,160,7,33,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03624,28/03/2019,3/28/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,Juvénile,0,0,0,FemJuv,100,96,175,grands,0,64,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,5,0,0,4,7,5,2,10,27,3,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03626,28/03/2019,3/28/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Male,Juvénile,,,,MalJuv,120,103,180,grands,0,72,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,5,0,0,14,31,6,5,78,27,14,7,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03629,28/03/2019,3/28/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,Juvénile,0,0,0,FemJuv,115,102,170,grands,0,68,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,3,0,0,14,14,3,2,54,2,8,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03632,28/03/2019,3/28/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Male,Adulte,,,,MalAd,260,125,250,grands,0,90,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,4,0,0,27,17,14,3,400,4,17,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03634,28/03/2019,3/28/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Male,Adulte,,,,MalAd,225,120,230,grands,0,85,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,4,0,0,5,14,4,13,109,3,6,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03638,28/03/2019,3/28/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,Juvénile,0,0,0,FemJuv,130,100,180,grands,0,70,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,0,0,0,0,1,5,0,4,0,5,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03647,28/03/2019,3/28/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,Juvénile,0,0,0,FemJuv,115,100,165,grands,0,68,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,0,0,0,7,6,1,1,21,4,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03654,28/03/2019,3/28/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,Juvénile,0,0,0,FemJuv,125,100,170,grands,0,68,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,0,0,0,16,10,1,1,23,3,13,2,195,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03658,29/03/2019,3/29/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,Juvénile,0,0,0,FemJuv,110,96,-,grands,0,67,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,5,0,0,0,0,3,1,1,8,0,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03659,29/03/2019,3/29/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,Juvénile,0,0,0,FemJuv,120,103,180,grands,0,70,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,13,10,5,5,66,2,9,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03671,29/03/2019,3/29/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Male,Juvénile,,,,MalJuv,135,110,190,grands,0,72,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,0,0,0,5,1,0,0,0,4,5,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03674,1/3/2019,3/1/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,Juvénile,0,0,0,FemJuv,120,101,180,grands,0,70,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,0,0,0,4,4,1,1,31,4,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03681,1/4/2019,4/1/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Male,Juvénile,,,,MalJuv,120,113,190,grands,0,73,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,125,116,2,0,382,9,90,3,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03694,1/4/2019,4/1/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,Juvénile,0,0,0,FemJuv,150,106,195,grands,0,72,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,0,0,0,1,0,7,7,3,35,0,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03697,2/4/2019,4/2/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,Juvénile,0,0,0,FemJuv,125,105,190,grands,0,74,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,69,0,0,6,6,8,1,22,37,5,15,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03711,2/4/2019,4/2/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Male,Juvénile,,,,MalJuv,125,101,185,grands,0,66,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,2,0,0,3,4,5,1,46,5,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03712,2/4/2019,4/2/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Male,Juvénile,,,,MalJuv,145,113,205,grands,0,77,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,0,0,0,0,0,0,0,7,3,1,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03717,2/4/2019,4/2/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,Juvénile,0,0,0,FemJuv,120,117,185,grands,0,75,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,0,0,0,5,5,2,0,0,2,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
