ID,Date,Dat_EC,DateMission,Mission,Equipe,Pays,Site Region,Site Precis,Latitude (N ou S),GPS,GPS_lat_corrigée,Longitude (E ou W),GPS,GPS_long_corrigée,commentaire_GPS,Sexe,Age,Gestante,Lactation,Suitee,ReproStatus,Poids_gr,L_avant_bras_mm,L_totale_corps_mm,Taille_yeux,L_queue_mm,L_metacarpe_3ieme_doigt_mm,Couleur_pelage_dorsal,Couleur_pelage_ventral,ID Mere,Lieu de Capture,Dans:,Proximite du Village,Méthode de capture,Consensus genre,Consensus espèce,Consensus,Consensus famille,Date experiment,Res1NP-ZEBV,Res2NP-ZEBV,RecNP-ZEBV,Res1GP-ZEBVkiss,Res2GP-ZEBVkiss,RecGP-ZEBVkiss,RecGP-ZEBVmay,RecVP40-ZEBV,RecNP-SEBV,RecGP-SEBV,RecVP40-SEBV,RecGP-BEBV,RecVP40-BEBV,RecGP-REBV,RecGP-BOMV,Date experiment,RecNP-ZEBV,RecGP-ZEBVkiss,RecGP-ZEBVmay,RecVP40-ZEBV,RecNP-SEBV,RecGP-SEBV,RecVP40-SEBV,RecGP-BEBV,RecVP40-BEBV,RecGP-REBV,RecGP-BOMV,Date experiment,RecNP-ZEBV,RecGP-ZEBVkiss,RecGP-ZEBVmay,RecVP40-ZEBV,RecNP-SEBV,RecGP-SEBV,RecVP40-SEBV,RecGP-BEBV,RecVP40-BEBV,RecGP-REBV,RecGP-BOMV,article 2018,séquence_cytB,séquence_12S,Résultats  RT-qPCR (NIH-pan Filo),PCR NP Zaire,seq NP-Zaire,PCR NP sudan,seq NP-sudan,PCR VP35 Zaire,seq VP35 Zaire
CCCA04201,16/09/2019,9/16/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte,,,,MalAd,305,123,244,grands,17,85,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,8,0,0,40,42,66,7,362,117,35,65,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04202,17/09/2019,9/17/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte,,,,MalAd,195,111,215,grands,17,75,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,50,1,0,495,365,26,7,1941,35,225,22,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04203,17/09/2019,9/17/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,195,107,210,grands,17,70,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,21,1,0,220,213,26,23,787,32,134,35,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04204,17/09/2019,9/17/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,180,109,235,grands,21,73,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,8,1,0,132,105,9,6,1744,18,64,12,7,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04205,17/09/2019,9/17/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,215,116,235,grands,15,78,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,15,0,0,77,81,11,8,424,66,102,15,11,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04206,17/09/2019,9/17/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,175,109,235,grands,16,75,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,8,1,0,204,209,10,3,1353,27,107,15,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04207,17/09/2019,9/17/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte immature,0,0,0,FemAdImmature,250,111,225,grands,15,75,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,18,1,0,577,580,27,19,3191,47,340,33,3,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04208,17/09/2019,9/17/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,205,107,233,grands,17,74,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,24,1,0,521,461,28,48,1929,56,309,25,17,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04209,17/09/2019,9/17/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte,0,0,0,FemAd,255,123,245,grands,15,85,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,4,1,0,199,176,14,3,670,12,134,20,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04210,17/09/2019,9/17/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,200,112,237,grands,25,75,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,13,1,0,343,314,51,7,2451,348,199,73,406,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04211,17/09/2019,9/17/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,160,105,230,grands,12,70,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,1,0,120,1,0,248,216,33,18,2114,79,127,26,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04212,17/09/2019,9/17/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte immature,0,0,0,FemAdImmature,210,106,235,grands,20,80,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,18,1,1,788,682,27,17,3813,549,465,71,11,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04213,17/09/2019,9/17/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,200,112,225,grands,17,80,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,24,0,0,101,85,29,7,673,33,56,26,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04214,17/09/2019,9/17/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,200,116,215,grands,18,75,Jaune,Juane,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,28,0,0,30,27,20,39,359,60,31,22,40,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04215,17/09/2019,9/17/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,165,109,205,grands,17,70,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,11,1,0,362,463,23,13,1575,155,295,22,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04218,17/09/2019,9/17/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte immature,0,0,0,FemAdImmature,190,107,215,grands,14,74,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,17,1,1,1589,1316,21,14,4950,71,683,28,12,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04219,17/09/2019,9/17/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,205,113,235,grands,17,75,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,65,1,1,1245,1102,35,86,4868,41,662,37,14,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04220,17/09/2019,9/17/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte,,,,MalAd,255,128,245,grands,17,90,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,12,1,0,171,161,15,7,540,32,129,32,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04223,17/09/2019,9/17/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,185,111,220,grands,18,75,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,25,1,0,530,439,48,60,2811,135,260,45,20,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04224,20/09/2019,9/20/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,195,118,205,grands,17,80,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,10,1,1,966,760,11,19,4704,51,453,18,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04229,20/09/2019,9/20/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,95,110,220,grands,20,75,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,11,1,1,1260,1072,13,7,6190,84,544,23,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04230,20/09/2019,9/20/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte,,,,MalAd,260,121,245,grands,17,85,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,46,1,1,623,602,25,11,2289,111,351,60,6,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04231,20/09/2019,9/20/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte immature,0,0,0,FemAdImmature,185,109,230,grands,19,78,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,19,1,0,392,379,23,52,1570,84,249,50,387,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04232,20/09/2019,9/20/2019,17-Sep-19,Septembre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte immature,0,0,0,FemAdImmature,235,106,230,grands,15,80,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,14,1,1,1061,947,15,14,4085,83,576,12,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04289,9/10/2019,10/9/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,210,109,205,grands,19,75,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,63,1,0,182,141,14,19,1066,36,118,12,4,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04290,9/10/2019,10/9/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte,,,,MalAd,280,117,240,grands,17,80,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,42,1,1,690,645,26,8,2006,81,546,32,15,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04295,9/10/2019,10/9/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte,,0,0,FemAd,250,114,235,grands,15,76,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,11,1,0,322,305,20,26,1320,571,242,20,62,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04297,9/10/2019,10/9/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte immature,0,0,0,FemAdImmature,205,101,225,grands,8,75,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,17,1,1,1744,1667,19,10,6279,49,922,20,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04298,9/10/2019,10/9/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte immature,0,0,0,FemAdImmature,185,111,215,grands,19,75,Jaune,Jaune,-,Ville,Zoo,0,Filet,EIdolon,helvum,Eidolon helvum,,,0,0,27,1,1,2046,1752,50,7,6501,104,944,86,42,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04299,9/10/2019,10/9/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte immature,0,0,0,FemAdImmature,165,109,220,grands,17,74,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,24,1,1,913,796,15,12,3186,185,499,39,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04300,9/10/2019,10/9/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte,,,,MalAd,195,121,270,grands,10,95,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,39,1,1,1118,999,84,11,3223,79,843,47,499,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04303,9/10/2019,10/9/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte immature,0,0,0,FemAdImmature,250,120,235,grands,20,85,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,1,0,91,1,1,867,754,140,16,2641,169,503,42,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04305,9/10/2019,10/9/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,160,109,215,grands,16,75,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,1,0,77,1,0,384,291,26,72,2535,151,194,38,19,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04306,9/10/2019,10/9/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte,,,,MalAd,245,119,255,grands,20,85,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,22,1,0,546,486,31,37,1558,94,386,16,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04307,9/10/2019,10/9/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte,,,,MalAd,280,120,240,grands,17,80,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,20,1,0,473,492,22,26,1366,49,390,158,99,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04308,10/10/2019,10/10/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,200,100,230,grands,18,78,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,27,1,1,1377,1305,20,7,5079,34,809,134,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04309,10/10/2019,10/10/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,175,109,220,grands,0,75,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,12,1,1,1656,1621,24,40,6707,154,897,13,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04311,10/10/2019,10/10/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte,,,,MalAd,350,123,230,grands,0,80,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,18,1,0,156,148,153,13,539,382,100,232,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04313,10/10/2019,10/10/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte,,,,MalAd,295,121,,grands,17,80,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,19,1,0,248,218,9,2,717,42,175,16,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04314,10/10/2019,10/10/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,200,108,200,grands,10,72,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,10,0,0,22,19,15,5,375,13,16,11,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04315,10/10/2019,10/10/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,185,106,220,grands,15,72,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,8,1,0,324,325,13,1,1403,33,433,6,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04317,10/10/2019,10/10/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte immature,0,0,0,FemAdImmature,215,115,230,grands,20,75,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,8,1,1,653,560,9,2,1543,9,326,11,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04318,10/10/2019,10/10/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte,,,,MalAd,285,126,250,grands,16,85,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,24,0,0,33,27,13,1,93,13,22,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04319,10/10/2019,10/10/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,180,119,210,grands,16,72,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,41,0,0,99,73,23,5,713,201,61,30,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04320,10/10/2019,10/10/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte,,,,MalAd,260,119,238,grands,15,0,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,1,0,134,1,0,162,136,5,805,527,15,105,8,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04321,10/10/2019,10/10/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,170,108,210,grands,17,74,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,5,0,0,84,56,5,8,1632,53,56,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04322,10/10/2019,10/10/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte immature,0,0,0,FemAdImmature,200,112,230,grands,12,75,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,23,1,0,321,274,57,23,1672,300,185,82,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04323,11/10/2019,10/11/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte,,,,MalAd,295,128,260,grands,18,82,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,6,0,0,41,31,5,3,84,11,29,4,2,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04325,11/10/2019,10/11/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte immature,0,0,0,FemAdImmature,195,113,215,grands,14,75,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,10,0,0,84,61,15,4,475,42,48,21,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04326,11/10/2019,10/11/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte immature,0,0,0,FemAdImmature,200,110,120,grands,17,75,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,62,0,0,86,71,15,13,249,34,55,18,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04327,11/10/2019,10/11/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte,,,,MalAd,145,118,220,grands,15,80,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,31,1,0,344,323,71,2,1466,39,219,24,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04328,11/10/2019,10/11/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte immature,0,0,0,FemAdImmature,190,110,220,grands,13,75,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,11,1,0,306,269,143,71,1191,25,186,11,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04329,11/10/2019,10/11/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,115,110,230,grands,14,75,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,19,1,1,939,868,9,9,3276,16,555,11,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04330,11/10/2019,10/11/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,200,110,225,grands,21,72,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,17,1,1,1794,1728,17,7,6072,34,883,8,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04331,11/10/2019,10/11/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,190,110,227,grands,16,72,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,11,0,0,16,12,4,39,67,161,12,9,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04332,11/10/2019,10/11/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte,,,,MalAd,260,121,235,grands,17,77,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,33,0,0,7,3,6,5,18,34,7,4,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04333,11/10/2019,10/11/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte,0,0,0,FemAd,290,132,255,grands,17,87,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,4,0,0,30,26,6,3,90,7,22,10,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04334,11/10/2019,10/11/2019,15-Oct-19,Octobre,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte,,0,0,FemAd,295,127,235,grands,18,86,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,1,0,0,33,24,1,162,116,3,20,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
